,carat,cut,color,clarity,depth,table,x,y,z,city,price
18587,1.02,Ideal,E,VS1,62.6,56.0,6.45,6.42,4.03,Amsterdam,8545
18588,0.55,Ideal,G,VVS2,61.4,56.0,5.27,5.28,3.24,London,2028
18589,1.0,Very Good,F,SI2,63.4,58.0,6.31,6.25,3.98,Paris,4036
18590,0.71,Premium,H,VS2,62.8,59.0,5.68,5.63,3.55,London,2181
18591,1.01,Fair,F,SI1,65.0,61.0,6.29,6.23,4.07,Madrid,5131
18592,1.0,Very Good,D,SI2,63.3,60.0,6.29,6.19,3.95,Dubai,4295
18593,0.33,Premium,H,VS2,62.4,58.0,4.42,4.39,2.75,Kimberly,668
18594,0.61,Ideal,G,VS1,62.6,55.0,5.46,5.43,3.41,Surat,2309
18595,1.56,Premium,H,SI1,61.9,59.0,7.46,7.4,4.6,Antwerp,10990
18596,0.68,Premium,G,VS2,61.6,59.0,5.65,5.64,3.48,Dubai,2081
18597,0.4,Ideal,G,VVS1,61.7,55.0,4.75,4.78,2.94,Paris,1097
18598,0.7,Very Good,F,VS2,62.4,57.0,5.63,5.69,3.53,Tel Aviv,2362
18599,0.33,Very Good,E,IF,61.8,55.0,4.47,4.52,2.78,Kimberly,957
18600,1.5,Very Good,E,SI2,62.7,56.0,7.33,7.38,4.61,London,8827
18601,1.05,Premium,J,VS1,60.0,60.0,6.46,6.43,4.0,Surat,4116
18602,0.75,Very Good,G,SI1,62.1,60.0,5.79,5.83,3.61,Las Vegas,2634
18603,2.01,Fair,G,SI2,65.9,57.0,7.85,7.78,5.15,Zurich,10887
18604,0.51,Good,H,VS2,64.1,54.0,5.02,5.0,3.21,Antwerp,1195
18605,2.03,Ideal,I,VS2,62.7,57.0,8.05,8.02,5.04,London,16945
18606,0.51,Premium,F,VS2,63.0,55.0,5.1,5.06,3.2,Madrid,1574
18607,0.39,Good,J,VS1,63.5,58.0,4.59,4.64,2.93,Dubai,616
18608,1.39,Premium,I,SI2,61.9,59.0,7.15,7.11,4.41,Kimberly,4826
18609,0.93,Ideal,E,SI1,62.0,56.0,6.25,6.29,3.89,New York City,4179
18610,0.51,Premium,F,SI2,58.1,59.0,5.26,5.24,3.05,Las Vegas,1052
18611,1.7,Good,H,SI1,64.1,58.0,7.54,7.51,4.83,London,9158
18612,1.4,Ideal,H,SI2,61.2,56.0,7.18,7.23,4.41,Zurich,7084
18613,0.32,Good,E,VS2,58.8,63.0,4.48,4.54,2.65,Luxembourg,801
18614,1.01,Good,F,VS2,63.6,59.0,6.32,6.36,4.03,Madrid,5988
18615,0.32,Ideal,G,VVS1,61.7,56.0,4.37,4.41,2.71,London,730
18616,0.91,Very Good,D,SI1,63.0,59.0,6.11,6.15,3.86,Tel Aviv,4429
18617,0.51,Good,E,VVS1,58.6,65.0,5.32,5.24,3.1,Las Vegas,2020
18618,0.35,Ideal,F,VVS1,61.3,55.0,4.55,4.58,2.8,Luxembourg,1096
18619,0.53,Ideal,H,VS1,62.3,54.0,5.18,5.22,3.24,Madrid,1449
18620,1.07,Ideal,G,VVS2,61.8,55.0,6.57,6.61,4.07,Dubai,8491
18621,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.79,3.56,Antwerp,2918
18622,0.24,Very Good,F,VVS2,62.5,56.0,3.98,4.02,2.5,Madrid,478
18623,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,Antwerp,810
18624,3.24,Premium,H,I1,62.1,58.0,9.44,9.4,5.85,Surat,12300
18625,0.9,Good,G,VVS2,62.6,58.0,6.1,6.13,3.83,Paris,4668
18626,1.7,Good,F,VS2,62.2,56.0,7.54,7.6,4.71,Antwerp,17597
18627,0.57,Ideal,E,VS2,62.5,56.0,5.3,5.33,3.32,Surat,1853
18628,0.53,Ideal,E,SI2,61.4,56.0,5.21,5.25,3.21,Antwerp,1438
18629,0.7,Very Good,G,VS2,63.2,57.0,5.61,5.66,3.56,Zurich,2353
18630,1.62,Very Good,D,SI2,61.2,61.0,7.53,7.6,4.63,Paris,9034
18631,1.42,Ideal,I,SI1,61.9,57.0,7.23,7.15,4.45,Antwerp,7157
18632,0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,Tel Aviv,3891
18633,0.54,Very Good,I,SI2,62.9,57.0,5.18,5.21,3.27,Luxembourg,1105
18634,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,Madrid,6733
18635,0.73,Fair,G,SI1,65.5,56.0,5.68,5.62,3.7,Zurich,2032
18636,0.25,Very Good,F,VS1,59.6,56.0,4.13,4.16,2.47,Las Vegas,436
18637,0.77,Premium,D,VS2,61.2,59.0,5.91,5.86,3.6,Surat,3428
18638,0.59,Very Good,G,VS1,57.4,63.0,5.54,5.58,3.19,Antwerp,1915
18639,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,Luxembourg,5055
18640,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,Amsterdam,3361
18641,1.13,Ideal,H,SI2,60.4,56.0,6.78,6.7,4.07,Dubai,3797
18642,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,Surat,2812
18643,0.63,Ideal,D,VVS2,62.6,56.0,5.47,5.49,3.43,Madrid,2962
18644,0.55,Ideal,D,VS1,61.8,55.0,5.29,5.32,3.28,London,2119
18645,0.3,Good,G,VS1,63.6,55.0,4.31,4.27,2.73,Antwerp,776
18646,0.91,Good,F,SI1,63.7,58.0,6.1,6.17,3.91,New York City,3993
18647,0.91,Very Good,E,VS1,61.8,60.0,6.17,6.2,3.82,London,5530
18648,1.42,Premium,G,VS1,61.7,55.0,7.29,7.24,4.48,Antwerp,11861
18649,0.71,Very Good,E,VS1,62.1,60.0,5.65,5.71,3.53,Madrid,3192
18650,0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,Dubai,1770
18651,1.01,Fair,H,VS1,67.1,59.0,6.16,6.09,4.11,Kimberly,3676
18652,0.81,Very Good,H,VS1,63.6,57.0,5.87,5.9,3.74,Tel Aviv,3104
18653,0.82,Very Good,G,VS1,63.3,56.0,5.96,5.98,3.78,Paris,3460
18654,1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88,Dubai,3881
18655,1.01,Ideal,F,SI2,62.7,57.0,6.36,6.39,4.0,Kimberly,4843
18656,0.31,Ideal,G,IF,61.8,56.0,4.33,4.37,2.69,London,891
18657,0.31,Ideal,G,IF,61.5,57.0,4.35,4.37,2.68,Kimberly,840
18658,0.37,Premium,J,VS2,61.1,60.0,4.6,4.63,2.82,Las Vegas,454
18659,0.31,Premium,H,VS1,62.6,60.0,4.32,4.3,2.7,Amsterdam,698
18660,0.34,Fair,J,SI1,64.5,57.0,4.38,4.36,2.82,New York City,497
18661,0.3,Very Good,G,VVS1,63.2,58.0,4.25,4.23,2.68,Surat,1013
18662,2.19,Good,G,SI1,63.7,56.0,8.26,8.17,5.23,London,13978
18663,0.7,Good,F,SI1,58.7,60.0,5.75,5.81,3.39,Antwerp,2409
18664,0.6,Very Good,F,VVS1,61.2,58.0,5.42,5.46,3.33,New York City,3333
18665,0.71,Premium,I,VS2,59.7,60.0,5.83,5.86,3.49,Surat,1923
18666,0.3,Ideal,H,IF,60.8,56.0,4.36,4.39,2.66,New York City,764
18667,2.05,Very Good,F,SI2,61.9,56.0,8.13,8.18,5.05,Kimberly,15017
18668,0.33,Ideal,F,IF,61.5,55.0,4.47,4.44,2.74,Antwerp,1114
18669,0.3,Very Good,G,SI1,60.1,58.0,4.31,4.34,2.6,Antwerp,413
18670,0.41,Very Good,E,VS1,62.8,60.0,4.72,4.77,2.98,London,834
18671,0.31,Ideal,E,SI2,60.1,57.0,4.41,4.44,2.66,Tel Aviv,435
18672,1.13,Premium,F,SI2,62.3,59.0,6.68,6.65,4.15,Kimberly,4360
18673,0.31,Ideal,D,SI1,61.8,56.0,4.34,4.37,2.69,Amsterdam,571
18674,0.47,Good,F,VS1,59.0,60.2,5.04,5.09,2.99,Las Vegas,1243
18675,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,Antwerp,459
18676,1.01,Premium,J,SI2,61.2,59.0,6.43,6.37,3.92,Antwerp,3733
18677,1.02,Premium,F,SI1,62.2,58.0,6.4,6.46,4.0,Paris,5089
18678,1.03,Premium,H,VS2,61.8,58.0,6.48,6.43,3.99,Dubai,5722
18679,0.34,Ideal,D,VS2,62.0,55.0,4.45,4.48,2.77,London,805
18680,0.3,Ideal,G,VVS2,61.1,58.0,4.33,4.35,2.65,London,638
18681,0.32,Premium,H,VS1,61.7,58.0,4.38,4.44,2.72,Kimberly,561
18682,1.02,Ideal,H,SI1,61.2,56.0,6.49,6.51,3.98,Surat,5257
18683,0.23,Very Good,E,VS1,60.4,62.0,3.93,3.99,2.39,Antwerp,378
18684,0.32,Ideal,H,VVS1,61.6,56.0,4.39,4.41,2.71,Luxembourg,730
18685,0.51,Ideal,E,VS1,62.7,56.0,5.14,5.1,3.21,Las Vegas,1758
18686,1.24,Premium,H,VS2,61.7,59.0,6.91,6.84,4.24,Tel Aviv,6962
18687,1.22,Ideal,H,SI2,61.7,56.0,6.93,6.87,4.26,Kimberly,5602
18688,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,Surat,1078
18689,0.55,Premium,D,SI1,61.0,58.0,5.27,5.29,3.22,London,1692
18690,0.27,Ideal,I,VS1,61.3,57.0,4.16,4.19,2.56,Luxembourg,432
18691,0.39,Ideal,D,SI2,61.6,56.0,4.69,4.72,2.9,New York City,651
18692,1.02,Very Good,G,SI1,60.8,60.0,6.5,6.55,3.97,Surat,4766
18693,0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,Luxembourg,2310
18694,0.37,Very Good,D,VS1,61.1,58.0,4.66,4.7,2.86,Luxembourg,820
18695,0.34,Ideal,D,VS1,62.6,56.0,4.52,4.49,2.82,Tel Aviv,961
18696,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.5,2.75,Madrid,738
18697,0.44,Ideal,G,VVS2,61.8,56.0,4.94,4.9,3.04,Madrid,1155
18698,0.42,Ideal,G,SI1,61.6,56.0,4.83,4.85,2.98,London,1136
18699,1.58,Ideal,H,VVS2,61.4,56.0,7.49,7.52,4.61,Dubai,13397
18700,2.16,Very Good,H,SI2,62.3,60.0,8.19,8.31,5.14,London,14824
18701,0.78,Very Good,F,SI2,62.2,59.0,5.89,5.94,3.68,Luxembourg,2550
18702,1.0,Very Good,I,SI1,63.3,58.0,6.34,6.3,4.0,Kimberly,4200
18703,0.31,Very Good,I,VS1,62.8,55.0,4.31,4.35,2.72,Amsterdam,489
18704,0.37,Ideal,E,VS1,61.2,56.0,4.67,4.64,2.85,Kimberly,1124
18705,0.41,Very Good,D,SI1,64.1,54.0,4.72,4.74,3.03,Kimberly,689
18706,1.39,Ideal,J,VS2,60.3,57.0,7.26,7.24,4.37,Kimberly,6366
18707,0.92,Ideal,E,SI1,61.7,57.0,6.24,6.27,3.86,Las Vegas,5014
18708,1.08,Fair,J,SI2,64.9,60.0,6.46,6.32,4.15,Madrid,3302
18709,1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16,Antwerp,4004
18710,0.38,Ideal,F,VS1,62.0,54.0,4.65,4.68,2.89,London,865
18711,0.3,Fair,D,SI2,64.6,54.0,4.29,4.25,2.76,New York City,536
18712,0.72,Very Good,F,VS1,60.2,59.0,5.79,5.84,3.5,Dubai,2846
18713,1.4,Good,D,SI1,63.8,60.0,7.01,6.95,4.45,Surat,8624
18714,1.1,Ideal,H,VVS2,59.7,58.0,6.76,6.7,4.01,Dubai,6616
18715,0.37,Premium,D,VS1,61.9,58.0,4.56,4.62,2.84,Kimberly,941
18716,1.14,Premium,I,SI1,59.1,58.0,6.83,6.81,4.03,New York City,4788
18717,1.25,Ideal,G,SI2,61.6,57.0,6.91,6.98,4.28,Antwerp,5259
18718,0.35,Ideal,I,IF,62.5,55.0,4.54,4.52,2.83,New York City,945
18719,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,Antwerp,600
18720,0.36,Ideal,D,VS1,62.8,55.0,4.55,4.52,2.85,Paris,1018
18721,0.36,Premium,E,VS2,61.8,58.0,4.52,4.57,2.81,Surat,789
18722,0.31,Very Good,I,VS1,63.2,56.0,4.33,4.28,2.72,Surat,628
18723,0.91,Ideal,I,VS2,61.6,56.0,6.17,6.25,3.83,Zurich,4199
18724,0.78,Very Good,E,VVS1,61.3,60.0,5.86,5.92,3.61,Paris,4904
18725,0.9,Very Good,G,VVS2,62.1,57.0,6.14,6.2,3.84,Antwerp,5653
18726,0.8,Very Good,H,SI1,63.0,57.0,5.89,5.95,3.73,Antwerp,3005
18727,1.02,Ideal,G,VS2,62.6,57.0,6.41,6.43,4.02,Luxembourg,5816
18728,1.53,Ideal,G,VVS2,61.4,59.0,7.4,7.42,4.55,Antwerp,15275
18729,1.07,Good,I,VS2,63.8,60.0,6.41,6.38,4.08,Luxembourg,4194
18730,0.38,Premium,D,VS1,61.9,60.0,4.66,4.62,2.87,Las Vegas,1140
18731,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,Amsterdam,6513
18732,1.51,Ideal,H,VS2,60.6,57.0,7.46,7.45,4.52,Kimberly,11540
18733,1.29,Premium,I,SI1,62.2,58.0,7.03,6.96,4.35,New York City,6140
18734,0.75,Fair,J,SI1,55.0,66.0,6.2,6.04,3.37,Luxembourg,1827
18735,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,Antwerp,1942
18736,0.24,Ideal,F,IF,60.7,57.0,3.99,4.04,2.43,Antwerp,678
18737,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,Las Vegas,2330
18738,0.41,Very Good,G,VS1,60.6,56.0,4.83,4.87,2.94,New York City,976
18739,0.3,Ideal,H,VVS2,61.6,55.0,4.3,4.34,2.66,London,605
18740,0.95,Premium,H,SI1,62.9,58.0,6.26,6.21,3.92,Antwerp,3984
18741,0.4,Ideal,I,VVS2,62.2,55.0,4.72,4.76,2.95,London,939
18742,0.32,Very Good,G,VS1,62.8,54.0,4.38,4.41,2.76,Amsterdam,645
18743,0.58,Good,G,VS1,59.0,62.0,5.44,5.48,3.22,Antwerp,1777
18744,1.22,Ideal,I,SI1,62.3,57.0,6.77,6.87,4.25,Antwerp,5233
18745,1.51,Premium,J,VS1,61.4,57.0,7.38,7.3,4.51,Paris,8204
18746,1.03,Ideal,H,SI1,59.8,57.0,6.64,6.57,3.95,Kimberly,5018
18747,2.01,Good,F,I1,64.0,56.0,7.93,7.91,5.07,Antwerp,6686
18748,0.91,Ideal,E,SI2,62.2,57.0,6.2,6.24,3.87,Antwerp,3800
18749,0.61,Ideal,D,SI1,62.0,55.0,5.44,5.47,3.38,Paris,1927
18750,0.42,Premium,E,VS2,61.9,59.0,4.81,4.75,2.96,Paris,1024
18751,0.31,Premium,G,VS2,61.5,59.0,4.33,4.35,2.67,London,544
18752,1.01,Good,G,SI1,63.2,59.0,6.32,6.36,4.01,Surat,5021
18753,0.4,Very Good,F,SI1,62.3,57.0,4.67,4.74,2.93,Las Vegas,737
18754,0.92,Very Good,F,SI2,59.9,60.0,6.26,6.29,3.76,Las Vegas,3625
18755,2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94,Kimberly,6377
18756,0.78,Premium,I,VS2,62.7,58.0,5.89,5.82,3.68,Kimberly,2646
18757,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,Surat,2630
18758,0.3,Ideal,G,VS1,61.8,55.0,4.33,4.31,2.67,Kimberly,776
18759,0.32,Ideal,D,SI1,61.4,57.0,4.42,4.41,2.71,London,756
18760,1.2,Premium,G,VS2,59.4,58.0,6.91,6.85,4.09,Antwerp,7258
18761,0.31,Ideal,F,VVS1,62.4,57.0,4.32,4.3,2.69,Paris,959
18762,0.9,Ideal,E,SI1,62.0,56.0,6.18,6.2,3.84,Tel Aviv,5450
18763,1.3,Premium,I,IF,61.8,58.0,6.95,7.0,4.31,Dubai,7621
18764,0.26,Premium,E,VVS1,61.8,58.0,4.11,4.14,2.55,Tel Aviv,599
18765,0.52,Very Good,D,VS1,62.5,57.0,5.11,5.16,3.21,Tel Aviv,1829
18766,1.07,Very Good,G,VS2,60.0,56.0,6.67,6.69,4.01,Las Vegas,7611
18767,0.7,Very Good,F,SI1,61.9,58.0,5.71,5.72,3.54,Kimberly,2900
18768,0.24,Ideal,G,VVS1,62.1,56.0,3.97,4.0,2.47,Surat,559
18769,1.2,Premium,H,VS1,62.6,59.0,6.78,6.74,4.23,Amsterdam,5678
18770,2.24,Very Good,I,SI2,61.7,57.7,8.37,8.43,5.18,London,16558
18771,1.1,Premium,I,SI1,61.2,61.0,6.66,6.61,4.01,New York City,4725
18772,0.4,Ideal,I,IF,62.4,56.0,4.73,4.7,2.94,London,1050
18773,2.06,Ideal,I,SI1,61.9,56.0,8.17,8.19,5.06,Antwerp,16626
18774,0.33,Ideal,E,VS2,61.9,56.0,4.43,4.46,2.75,Luxembourg,723
18775,1.08,Ideal,G,VS1,61.8,58.0,6.56,6.58,4.06,Dubai,7635
18776,0.31,Very Good,G,IF,61.6,54.0,4.4,4.43,2.72,Las Vegas,891
18777,0.3,Very Good,F,VS1,61.9,59.0,4.26,4.3,2.65,Antwerp,658
18778,1.28,Premium,G,VS2,62.1,60.0,6.95,6.89,4.3,Luxembourg,8139
18779,0.3,Ideal,H,VVS2,62.1,56.0,4.32,4.28,2.67,Surat,776
18780,0.32,Ideal,D,VS2,60.5,56.0,4.45,4.48,2.7,Antwerp,758
18781,1.23,Premium,G,VS1,61.3,58.0,6.87,6.89,4.22,Dubai,8759
18782,1.57,Ideal,I,VS2,61.5,56.0,7.49,7.56,4.63,Antwerp,9912
18783,0.77,Ideal,G,VS2,61.7,55.0,5.87,5.9,3.63,Kimberly,3154
18784,1.01,Premium,G,VS2,59.8,61.0,6.53,6.44,3.88,Las Vegas,5620
18785,1.12,Premium,E,I1,61.0,59.0,6.7,6.74,4.1,Kimberly,3942
18786,0.57,Premium,E,SI1,62.2,55.0,5.36,5.31,3.32,Surat,1590
18787,0.36,Premium,G,IF,61.0,59.0,4.55,4.6,2.79,Luxembourg,1074
18788,0.41,Very Good,E,VS2,62.7,58.0,4.68,4.73,2.95,Amsterdam,833
18789,1.52,Premium,I,SI2,62.2,59.0,7.36,7.27,4.56,Dubai,6214
18790,0.32,Ideal,G,IF,61.0,56.0,4.43,4.45,2.71,Tel Aviv,918
18791,1.2,Premium,I,VS1,62.8,56.0,6.8,6.74,4.25,Paris,6021
18792,2.01,Fair,E,SI2,65.5,56.0,7.84,7.79,5.12,Surat,11156
18793,0.57,Very Good,G,SI2,59.4,58.0,5.39,5.42,3.21,Luxembourg,1214
18794,0.42,Premium,F,SI1,60.8,58.0,4.87,4.83,2.95,Dubai,992
18795,1.22,Ideal,E,SI1,61.7,56.0,6.88,6.92,4.26,Surat,7085
18796,0.54,Good,F,VS2,64.2,53.8,5.12,5.19,3.31,Kimberly,1745
18797,2.01,Premium,J,SI2,60.8,58.0,8.19,8.13,4.96,Surat,12048
18798,0.92,Premium,F,SI2,59.3,61.0,6.36,6.29,3.75,Surat,3864
18799,0.31,Ideal,G,VS1,61.3,56.4,4.36,4.39,2.69,Madrid,652
18800,0.63,Premium,E,SI2,58.5,61.0,5.64,5.58,3.28,Dubai,1775
18801,0.53,Ideal,G,VVS2,62.2,54.0,5.17,5.22,3.23,Amsterdam,1948
18802,0.57,Ideal,D,SI2,62.3,53.0,5.32,5.34,3.32,Zurich,1333
18803,0.72,Ideal,E,SI1,61.2,56.0,5.79,5.75,3.53,London,2666
18804,1.02,Premium,G,SI1,58.9,59.0,6.59,6.55,3.87,Luxembourg,5226
18805,0.38,Ideal,F,VS1,61.1,56.0,4.69,4.71,2.87,Paris,1013
18806,0.5,Premium,E,VS2,62.9,60.0,5.1,5.07,3.2,Paris,1676
18807,0.41,Very Good,H,VVS1,59.5,58.0,4.82,4.86,2.88,Madrid,991
18808,0.53,Premium,D,VS2,62.4,59.0,5.14,5.18,3.22,Antwerp,1783
18809,0.5,Good,D,VS2,63.3,54.0,5.04,5.07,3.2,Amsterdam,1635
18810,0.63,Ideal,D,IF,61.2,53.0,5.55,5.6,3.41,Amsterdam,3832
18811,1.0,Very Good,H,SI2,63.4,61.0,6.33,6.29,4.0,Las Vegas,3920
18812,1.21,Very Good,F,VS2,63.5,58.0,6.76,6.73,4.28,Kimberly,7826
18813,2.16,Very Good,J,SI1,61.4,58.0,8.29,8.31,5.1,Antwerp,14715
18814,0.93,Very Good,J,VS1,63.0,53.0,6.22,6.26,3.93,New York City,3651
18815,0.91,Very Good,F,SI2,61.4,60.0,6.13,6.16,3.77,New York City,3726
18816,1.02,Ideal,H,VVS2,62.1,55.0,6.5,6.46,4.02,Antwerp,6797
18817,0.71,Very Good,E,SI1,62.9,55.0,5.64,5.68,3.56,Surat,2964
18818,0.78,Ideal,D,SI1,61.1,57.0,5.95,5.97,3.64,Surat,3214
18819,1.17,Ideal,F,VVS1,62.1,57.0,6.82,6.73,4.21,Surat,11886
18820,1.3,Premium,H,SI2,60.1,57.0,7.17,7.13,4.3,Antwerp,6406
18821,1.0,Fair,I,SI1,64.8,59.0,6.23,6.14,4.01,Paris,3584
18822,0.4,Very Good,F,SI2,62.1,57.0,4.7,4.74,2.93,London,579
18823,0.4,Good,J,VS2,64.0,57.0,4.67,4.7,3.0,Luxembourg,591
18824,2.52,Ideal,I,SI1,61.5,56.0,8.76,8.69,5.37,London,17231
18825,0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63,Dubai,2365
18826,0.7,Ideal,F,SI1,61.8,54.0,5.71,5.75,3.54,Madrid,2635
18827,0.5,Premium,E,SI2,61.5,58.0,5.09,5.03,3.11,New York City,1181
18828,0.9,Very Good,H,SI1,62.3,63.0,6.13,6.06,3.8,Dubai,3387
18829,1.02,Ideal,G,VS2,60.4,57.0,6.55,6.53,3.95,Las Vegas,6416
18830,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,Las Vegas,706
18831,0.5,Very Good,E,SI1,61.5,62.0,5.06,5.09,3.12,Amsterdam,1316
18832,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,London,463
18833,0.83,Ideal,H,SI2,60.7,57.0,6.08,6.05,3.68,Antwerp,2201
18834,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,Kimberly,945
18835,0.9,Good,G,SI2,63.7,62.0,6.01,6.07,3.85,London,3067
18836,0.58,Ideal,F,SI1,59.9,56.0,5.41,5.47,3.26,Luxembourg,1442
18837,2.01,Premium,G,SI2,59.4,58.0,8.19,8.15,4.85,Paris,15562
18838,0.71,Ideal,I,VVS2,62.0,54.0,5.72,5.76,3.56,Tel Aviv,2387
18839,0.5,Very Good,E,SI2,61.4,58.0,5.09,5.11,3.13,Paris,1154
18840,1.71,Good,I,SI1,63.2,57.0,7.49,7.53,4.75,New York City,9881
18841,1.1,Ideal,H,SI2,62.0,55.0,6.6,6.62,4.1,Antwerp,4537
18842,0.33,Very Good,E,VVS1,61.8,54.0,4.47,4.49,2.77,Tel Aviv,945
18843,0.34,Ideal,D,SI1,62.8,55.0,4.5,4.45,2.81,New York City,803
18844,0.5,Premium,E,VS2,62.4,62.0,5.07,5.03,3.15,London,1629
18845,1.5,Ideal,H,VVS2,61.3,56.0,7.37,7.28,4.49,Zurich,8224
18846,0.71,Ideal,D,SI2,61.5,56.0,5.74,5.78,3.54,Las Vegas,2610
18847,0.73,Ideal,G,VVS1,61.9,57.0,5.76,5.8,3.58,Dubai,3669
18848,0.53,Ideal,H,VVS1,60.8,56.0,5.24,5.26,3.19,Zurich,1781
18849,0.59,Premium,G,VVS2,62.8,54.0,5.41,5.34,3.38,Dubai,2040
18850,0.5,Premium,E,SI1,63.0,58.0,5.08,5.04,3.19,Zurich,1415
18851,0.7,Good,D,VS2,63.9,58.0,5.62,5.58,3.58,New York City,3033
18852,0.52,Ideal,F,VS2,62.3,57.0,5.18,5.13,3.21,New York City,2246
18853,0.37,Ideal,E,VS2,61.2,57.0,4.58,4.64,2.82,Surat,811
18854,0.91,Good,H,VS2,63.8,59.0,5.99,5.96,3.82,Amsterdam,3192
18855,0.75,Ideal,J,VS1,61.9,56.0,5.81,5.85,3.61,Zurich,2161
18856,0.3,Ideal,E,SI1,62.2,55.0,4.29,4.33,2.68,Las Vegas,499
18857,0.38,Very Good,F,VS2,61.9,59.0,4.61,4.66,2.87,Surat,800
18858,0.58,Ideal,E,VS1,61.8,57.0,5.33,5.35,3.3,London,2046
18859,0.33,Premium,H,VS1,59.5,59.0,4.53,4.48,2.68,Zurich,743
18860,0.3,Ideal,E,VS2,62.0,55.0,4.31,4.27,2.66,Las Vegas,844
18861,1.01,Fair,F,SI2,64.6,59.0,6.19,6.25,4.2,Tel Aviv,3540
18862,1.09,Premium,G,VS2,60.9,56.0,6.7,6.67,4.07,Madrid,6504
18863,0.74,Very Good,H,VVS2,61.3,58.0,5.8,5.85,3.57,Madrid,2944
18864,1.04,Premium,F,VS2,61.7,59.0,6.45,6.49,3.99,Amsterdam,6782
18865,1.5,Ideal,H,VS1,62.4,56.0,7.29,7.34,4.57,Madrid,12702
18866,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,Tel Aviv,5671
18867,0.5,Very Good,D,VS2,63.3,58.0,5.03,5.05,3.19,Dubai,1602
18868,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,Tel Aviv,2357
18869,1.15,Very Good,I,SI2,62.0,58.0,6.69,6.73,4.16,Madrid,4405
18870,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,Kimberly,1008
18871,0.37,Very Good,H,VVS1,61.9,55.0,4.6,4.66,2.86,Paris,774
18872,0.7,Ideal,F,SI1,61.1,57.0,5.75,5.71,3.5,Antwerp,2516
18873,0.91,Premium,H,VS2,62.8,58.0,6.17,6.15,3.87,Kimberly,4128
18874,0.72,Ideal,H,VS2,61.7,56.0,5.74,5.77,3.56,Paris,3122
18875,0.4,Ideal,I,SI1,62.2,55.0,4.72,4.77,2.95,Surat,654
18876,0.3,Premium,E,VS2,59.2,59.0,4.41,4.37,2.6,Paris,844
18877,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,Kimberly,357
18878,0.82,Premium,I,VS2,62.2,59.0,6.03,5.97,3.73,Dubai,2716
18879,1.01,Good,G,SI2,63.7,58.0,6.31,6.35,4.03,Madrid,3626
18880,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,Dubai,17898
18881,0.41,Ideal,G,VVS1,61.8,55.0,4.76,4.78,2.95,Tel Aviv,1151
18882,0.71,Premium,E,SI1,62.2,58.0,5.74,5.67,3.55,Kimberly,2743
18883,2.19,Premium,J,SI2,61.8,60.0,8.35,8.25,5.13,Las Vegas,13355
18884,0.3,Ideal,E,VVS1,62.1,57.0,4.27,4.3,2.66,Paris,862
18885,0.33,Ideal,G,VVS2,61.7,55.0,4.46,4.49,2.76,New York City,730
18886,0.81,Good,H,SI1,63.0,58.0,5.79,5.87,3.67,Zurich,2534
18887,0.71,Ideal,F,VVS1,61.0,56.0,5.77,5.8,3.53,Kimberly,5019
18888,0.73,Ideal,I,VVS1,61.7,57.0,5.83,5.78,3.58,Amsterdam,2561
18889,0.31,Very Good,I,VS1,62.8,57.0,4.28,4.32,2.7,Las Vegas,489
18890,1.53,Ideal,J,VS2,61.4,58.0,7.35,7.43,4.54,Luxembourg,7550
18891,0.32,Ideal,I,IF,61.6,56.0,4.4,4.43,2.72,Madrid,655
18892,0.71,Ideal,E,VS1,60.4,56.0,5.8,5.85,3.52,Antwerp,3238
